Sentence,New
 생일 진심으로 축하하고 좋은 하루 보내요^^,행복
생일 축하합니다~~!!,행복
생일축하해요!,행복
2일 후면 예디 팬 된지 딱 1년 되네요ㅎㅎ,행복
 우와 이번활동 많~이 수고했어요ㅠㅠ,행복
  오늘 너무 자랑스럽구요...,행복
3월내내 맴버들 생일이 없어서 축하글 오랜만에 써요ㅠㅠ,행복
  다시한번 추카추카~~,행복
유재석 Jr.의 탄생을 축하드려요~,행복
"이번 해투는 가요제이후로 절 젤로 웃긴, 도니님다운 몸개그와 언변이었다고 생각합니다!",행복
  백주부님  파이팅 입니다 ^^,행복
 나오신다길래 조아서 히히히 다보구 이름을 쳐봤는데 펜카페가나오드라구요^^!,행복
언제어디서나 기분 좋게 바라 볼수 있는분!!,행복
 진심으로 생일축하한다,행복
오늘밤 SBS 11시 25분 첫방송~!!!,행복
 생일축하해 찬아♡ 아!,행복
 김.진.선.도니오빠 참 조아요.///^-^,행복
 아시아투어 건강하게잘갔다와요!!,행복
백선생님요리 정말제미있어요.,행복
만능간장으로 채소요리도 쉽게~~,행복
백주부님 덕분에 요리가 갈수록 스피드하고 맛이 있어지는거 같아요~^^*,행복
유재석 오라버니 하늘이 파랗게 있으니 날씨가 좋더라고요,행복
안병원선수의 LG팬으로써 진심으로 축하 드리구여.,행복
 꼭 본방사수해서 시청잘할께요^^,행복
 그리고 실검 1위도 축하해요????,행복
메.찾.사 를 개설한지 5주년이 됐네요 ! ,행복
앞으로도 무한도전에서 더욱더 좋은 모습 재미있는 모습 기대 할게요~>ㅁ<,행복
진심으로 생일 추카드려요!!!,행복
"슈아!생일축하해 ,,",행복
병규형은 언제나 최고였고 앞으로도최고의 선수일거예요.,행복
아 오늘 생일이네요 ㅋㅋ,중립
화이팅!!!,행복
"재석오빠, 오늘 무도 정말재밌게 봤어요 ㅎㅎ!!",행복
세봉이들!오늘 드디어 데뷔600일~~~,행복
 덕을 보네요,행복
요리 프로그램이 한 다음날은 우리집메뉴가풍성해집니다.,행복
대기록 달성 축하해요.,행복
 승관군 오늘 공카 왔다 갔죠~,행복
민규야아아아아아아아아ㅏㅏㅏㅏㅏㅏㅏㅏㅏ진짜넘넘 진심으로 너의 탄생일을 추카한다ㅠㅠㅠㅠ,행복
웃고 싶을땐 형돈이 형만 보는듯..ㅋㅋㅋㅋ),행복
 오빠이 생일축하해요!!!,행복
 역시 정한이오빠 생일이니까 사진은 오랜만에 정한오빠 짧은머리로~,행복
새해가 밝네요,행복
와우진짜 오랜만에여기왓어요ㅠㅠ,행복
 데뷔한지 얼마안된것 같지만 벌써 1주년이 지나고 오빠도 데뷔하고 두번째 생일이네요.,행복
티비에서 자주뵈니 좋습니다,행복
제가 오빠를 좋아한건 94년 오빠가 데뷔했을때죠!,행복
  그렇게 최고 자리에 있으면서도 끊임 없이 발전하는 모습이 너무 보기 좋네요...,행복
그리고 새해 복많이 받으세염 ㅋㅋㅋ,행복
형돈형님 사실이면 축하드립니다,행복
생일 축하 드리고요~~,행복
마음이지만 정말로 생일 축하드립니다.,행복
항상 건강하시고이번 우승 축하합니다^^**,행복
백주부님은 사람을 즐겁게 만드는행복 바이러스..ㅎ,행복
그럼 내일을위해 고고싱!! ㅋ,행복
어제 자기전만해도 18등이였는데 지금 4등이나 올랐어요 !,행복
내일부터 추석연휴에요~~  오빠!!,행복
 오늘은 벌써 제가 오빠를 좋아하게된지 90일!!,행복
 >_<  정말정말 열심히 하는 모습 보기 좋습니다.,행복
방송에서 본 모습이 넘 좋아보여요.,행복
이쁜 석민아♡,행복
     (세상에 어떤일이 있더라도 저에게 있어서는 연아양이 최고입니다.!!),행복
  홧팅!^^,행복
이찬오빠 생일축하해요♡,행복
오빠안녕하세요!,행복
만능간장으로 꽈리고추 볶음 무지맛나서맛들려서 매일 해먹구요,중립
95년도에 일본과 친선경기때 처음 유지현선수를 보고 펜이되었습니다.,행복
글~구 생일 축하혀유~~~^^,행복
그러니깐내가 초4학년때부터 형을 좋아했어요!!,행복
 오늘은 해투 촬영날이자 무도 하는 날!!,행복
백쌤 얼굴만 봐도 절로 입가에 미소가~,행복
 마지막으로 다시 700일 축하해요????,행복
컴백까지 건강챙기시고 멋있는모습으로 만나요?,행복
역시 만채오빨 알아보시는 분이 계시군여..^^,중립
   독특한 억양이 너무  멋있습니다,중립
일단 400일 축하해!!,행복
역시 기대를 져버리지 않네요.,중립
2010 올림픽이 열릴 벤쿠버 경기장에선사대륙 첫 우승!!,행복
아이스쇼로 스트레스가 날아갔어요~,행복
 이번 아이스쇼에 갔었어요!!!,행복
 그래서 손지환선수도 조아해요.......,행복
 그럼 저는 티켓팅하러!!,중립
앞으로도 영원히 '유재석'이라는 사람을 사랑할것을 맹세합니다,행복
세상에 하나뿐인 든든한 총괄리더 승철아생일 축하해.,행복
연아선수!!! 화이팅!!!ㅎㅎ,행복
주말이 되면 무도 볼 생각에 진짜 좋더라고요유느님 활약 기대됩니다,행복
LG화이팅....김민기 화이팅,중립
 글남겨요 ㅋㅋ,중립
     그렇게 살다보면 언젠가는 사람들이 알아주는 날이 오는법이다.,중립
다시 한번 정말 축하드립니다~!!,행복
 내일모레가 방학이예요!!!,행복
 생일 축하해♥♥,행복
오빠 아까 해투 잘봣어요ㅋㅋ,행복
 내일 데뷔 1주년이니까 멤버들 전체한테 한번 적으러 올께요,행복
생일축하해요!!,행복
오늘 저녁시간에도 백주부님 만세요~~~,행복
무한도전 지피지기!!,행복
글해도 1kg이 빠져써혀~,행복
오빠 21번째 생일 정말축하해요,행복
오빠들 일위축하해요!!!!,행복
시간이 늦었지만 오빠 생일축하해!!,행복
 진심으로 축하해 준휘!,행복
저는 취미로 요리를 좋아하는 사람인데....제가 평소에 원했던 프로그램입니다.,행복
 백종원님 덕분에 아빠들의 요리 솜씨가 상향 평준화되어 버려서 제 희소성이 떨어져 버렸거든요.,중립
엘지 팟팅!,중립
존재자체만으로 큰기쁨이였어요,행복
 너무 축하드려요 ㅠㅠ,행복
그리고 요즘에 너무 뿌듯해요..,행복
 다음번에는 꼭 1위시켜드릴수있도록 노력하겠습니다♥,행복
 팬들을 위해서 열심히 싸워 주십시오....^^,중립
 오늘 짱이었어요~,행복
세븐틴 만세만세만만세!!!,행복
 다비켜 우리준휘오빠가 최고야ㅜㅜㅜ,행복
축하합니다~ 축하합니다~,행복
 세븐틴에게 지금이 소중한 추억으로 기억되고 있는 것 같아 내가 다 뿌듯하네ㅎㅎ,행복
 정말 생일 축하해요,행복
 앞으로는 다이아길만 걷게 해줄게요!!,행복
어제 전주 삼성문회회관에서콘서트 봤지요.,중립
유재석 오라버니 또 다시 5월 셋째 주가 시작 하네요,중립
 오빠 졸업 축하하구!!,행복
 우리함께 가요 !,행복
 챔피언답습니다!,행복
3:2로 삼성에 지고 있다가 양준혁 선수가솔로 홈런으로 동점을 만들었네요.,행복
런데빌런은 최고!^^,행복
진심으로 축하합니다.,행복
새해 복많이 받으시고올해도 건강하시고홧팅하세요^^,행복
백종원의 3대천왕 프로로 영입한다네요,중립
 화이팅!!!!!!!!!!,중립
텔레비젼에서  수다떨떼나 에드립할떼  눈 웃움이 멋저요  ^^^,행복
 오늘 저는 정말 힐링을 했어요!!,행복
김재현과 이병규 그리고 02년도 부터 두각을 보이는 선수들 또한 돌아온 이상훈이 가세한다면..,중립
정말 기쁨돠⊙.,행복
연아언니가 한 경기를 매일 되풀이 하며 보고 있습니다.,행복
그래서 바로 다음카페를 가입하고 메찾사를 가입했습니다~,중립
 이번에 꼭 1위 시켜줄게요 ♡,행복
"백종원 팬 카페지기님,차 한잔 마시며 잠시 휴식을 취하려 할때방안의 다른친구 TV를 켜면 자주 눈에 띄시네요.반갑습니다.",행복
 항상 기다릴테니까!,행복
도니오빠~~~이 기세로~~~2008년에도~~~ 한 자리 하는거야~~~!!!,행복
"제가 가입한지 얼마 안되고, 제가 그렇게 열렬히 카페 활동하지 않지만,  가입했다는 것 만으로도 기분 좋은 거요..",행복
앞으로 더욱 멋진 모습 기대할께용ㅋㅋㅋㅋㅋㅋㅋㅋ,행복
좋아 올해는 뭔가 필이 온다^^,행복
광주엔 계속 비가온다던데..,중립
두손 꼭 잡고 들었어요.,중립
  언제까지나 응원하고 기억할께요!!!^^,행복
 연습생때는 그냥 빨리 데뷔했으면 좋겠다했는데 이젠 일위도하고 너무 자랑스럽당!!,행복
방송 잘보고 있습니다..,중립
"각자 21살, 20살 생일이네요 ,,!",중립
아 귀여웡~~~~이번엔 꼭 보러가야징,행복
후반으로갈수록 존잼 ㅎ,행복
결과와 관계없이..그저 멤버들이..즐겁고 행복하게 원없이 활동하는 모습..보고싶네요!!ㅎㅎ,행복
에이 날도 더운데 여친이랑 시원한 모텔이나 가야겠다 ㅎㅎ,행복
냠냠냠 모든 음식은 맛있게 먹어야 합니다.특히 야식,행복
대박^*^은근히 섹시한 보검계속 기다리게됨 ㅎ,행복
윤아 연기 잘하고 이쁘고 매력있어~~!,중립
ㅎㅎㅎ예쁜 아기랑 행복하게 사세요~~~,행복
힘내세요 김승회 선수,중립
아싸 슈요일 개이득 ㅎㅎ,행복
임신 축하드려요 지영누나,행복
오늘 너무 웃겨서 앞니 빠지는줄 알았음! 서장훈 눈치보며 흘린밥풀주워먹고 조세호 표정 ㅋㅋ,행복
오늘 너무 웃겼어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
왜 난 말하는데 당황하는 모습에 개웃겼는데 ㅋㅋㅋㅋ,행복
역시 설날엔 설날두,중립
라틀리프 성실하고 묵묵하고 좋지,중립
오 이거 보자마자 대박을 외쳤슴,행복
대한민국에서 김종민 모르는사람듵있을까요,중립
진짜 맨유시절 호날두가 역대 최고의 크랙이지...... 기가 막혔는대 진짜 ㅋㅋㅋ,중립
어 ?짱구 엉덩이네 울라울라,중립
그 와중에 게임하는 천명훈 개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
아진짜 w존잼이었다,행복
"기아가 내년에 우승하겠군요, 축하합니다.",행복
와 대박 지디 화이팅^^,행복
말로웃겨서 큰소리로웃게한아저씨가 처음,행복
김비서님이 나쁜놈이아니라 넘나 좋은거~~,행복
공동수상 진심으로 축하합니다!!,행복
꼬쑵은 참기름 냄새가 솔솔,중립
역도요정재밌음ㅋㅋㅋ,행복
ㅋㅋㅋㅋㅋ 생각만해도 웃낌 기대되요 김종민씨화이팅!,행복
어멋? 언냐들 이 기사 너무 조은데 어터카지 냐하~,행복
자전거가최고,행복
보성형님.. 의리 !!!,중립
근데 진짜 잘생겼네ㅋㅋ 원빈급이다,중립
ㅋㅋㅋ 이따가 또가야짘ㅋㅋㅋ,행복
아...윤균상이라니...이건 정말 신의 한수예요!!,행복
사진 절묘하게 잘골랐네ㅋㅋㅋ,행복
정말 기다려지네요.대장 쵝오^^,행복
진짜 제일 좋아하는 야구선수 김병현 . 진심 멋지다.,행복
조만간 김신욱 보려 스카웃터들 한국 방문할듯ㅎ,행복
올해 최고 의학드라마는 태양의 후예~ ㅇㅇ,행복
이거 성공하면 우리나라 캐릭터하나 건지는거임!!!,행복
이런거 넘 좋아ㅋㅋㅋㅋ 허준재 질투 귀여울 것 같음ㅋㅋㅋㅋ,행복
갓현주연기좋아요♡♡,행복
내가 왔어요 ~ 꺄,행복
축하드립니다. ㅋㅋ,행복
금토가 젤로 기다려지는1인 입니다넘 잼나요,행복
이러다 힐러리 무투표 당선되는거 아니냐 ㅋㅋㅋㅋㅋ,중립
능력 있는 어른의 모습.. 멋있어요♡,중립
다행이다. 또 충돌 일어날까봐 10일부터 끌고왔는데 못들어오게 하면 더 열받아서 뭔 일 나는데 법원 잘했네..잘했어. 아저씨들 고생하셨어요. 다치지마세요.,중립
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ자신있네 금요일이라했다?,행복
스마트폰 꼭 봐야 편하다 왜냐 스마트폰은 내 친구니까 스마트폰 하트,행복
손지창 홧팅,행복
걸그룹대첩보다 이게 훨씬 더 재미있다,행복
좋앗어 우리동네에 호날두오신다,중립
계주는 역시 방탄소년단!!!,행복
능력자의 메뚜기 바지 벗길때 가장기억에 남는다. ㅋㅋㅋㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ,행복
예쁘게 사는배우네.,중립
기아 타이거즈~!!!♡♡♡,행복
유부녀 축하합니다 ^^,행복
아침부터 로또번호 불러주네...ㅋㅋ,중립
드디어...,중립
김정민 김구라 잘 어울리는데 그냥 결혼해라 ㅎㅎ,중립
송민호 무도입성이라니!!! 꺄~~~~,행복
역시 한국이 제일 안전해 ^.^,행복
메시는 그닥 노잼일거같고... 그냥 섭외한다면 섭외능력에 감탄할뿐 솔직히 재미는 없을거같다.. 족구하고 물공헤딩하고 그런거하고 끝나겠지.. 오히려 베어그릴스랑 메기잡기는 꿀잼일거같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,중립
항상 응원하고있어요~!,중립
둘다 자알 생겨따^^,중립
K pop 스타 마지막이라 그런가 참가자 실력도 좋고 완전 꿀잼^^,행복
싼맛 엘지굿....경험자임..,중립
착하고 열심히 하는게 다른 자질보다 백번 낫다,중립
올만에 훈훈한 뉴스네요~,행복
"결방은 싫지만 연속방송 해주고, 스페셜도 보여준다니그냥 넘어가야지^^",행복
ㅋㅋㅋㅋㅋㅋ 진짜 호주가서 외국인들이랑 같이 롤하는데 한국사람이라서 영어 잘 못한다니까 한국사람? 페이커아냐고 물어봄 무조건 ㅋㅋㅋㅋㅋㅋ 두유노 김치 수준 ㅋㅋㅋ,중립
어디서나 인정받는 이준기 배우님 자랑스러워요!!???,행복
축하드립니다 !!!!!!,행복
혼자 식사 하기엔 곰탕이 최고??,중립
콘서트 와이프 손잡고 가자고 해야겠다.,행복
이청아 이기우 너무잘어울리고 이쁜커플 ㅎㅎ,행복
선동렬급 ㅋㅋㅋㅋㅋㅋㅋㅋ 존내 웃기다 ㅋㅋㅋㅋㅋ,행복
원인규명이 되었다니 다행이네요. 보완작업 잘하고 기능추가해서 완벽한 갤노트8이 빨리 나오길 기다리고 있겠습니다.,중립
이렇게 보니까 잘 어울린다♥,행복
간만에 좋은소식 들어서 기분 좋네요.,행복
좋은 연기 보여주세요 응원 합니다^^,행복
ㅎㅎ 슬슬 생길 때 됐지,중립
탁재훈님 짱!!! ㅋ,행복
너무재미있음 오늘보러갔다왔는데..또보고싶음,행복
잼나네 ㅋㅋ,행복
박영선 위원 정말 사이다입니다.. 멋지십니다.,행복
준비 잘해서 좋은 멤버들이랑 데뷔했으면 좋겠다!! 도댕 응원합니다!!,행복
처음엔 음악대장의 팬이었다면 이젠 국카스텐의팬이다,행복
블핑이들 축하해~~~!!,행복
싱그러운 청춘사극 분위기 너무 좋고 눈호강도 제대로 한다ㅋㅋㅋㅋ,행복
이런거보면 헬조선이긴한데 한국에서 태어난걸 감사해야되는구나,중립
레고는 시티 시리즈가 꿀잼이었는데 ㅋㅋㅋ 도로 판 사서 건물들 세워놓고,중립
빨리꺼지세요~~속이시원하다,중립
겜방가서 광클해서 대기 4600명 뚫고 성공,행복
악 박명수씨인줄 ㅎㅎ,중립
앞으로는 행복하렴.,행복
젝키 신곡 지붕킥하자!!!!!!!,행복
평화로운 시위로 믿음을 만들었기에 가능했다고 봅니다!,중립
엘지 추카해요 기아몫까지 최선을 다해 좋은결과얻길^^,행복
그래 아주 잘했어요,행복
시상식 3대기획사 찬치인데 올해 Yg에 부재 방탄이 좋은기회를 받았네요.,중립
오늘치킨시켜먹어야지ㅈㅈ,행복
Sk에서 시구까지하고 이미 그는 sk레전드입니다,행복
호구든 거품이든 뒷돈이든 난모르겠고 영입 참 잘했다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,중립
15년전 영종도 칼국수 집에서 뵜었는데..건강하세요^^~♡♡♡,행복
고유어는 아름답다!,중립
아바타 3부터는 VR로 즐길듯..기대되네..,행복
전복 이름 지어준거 겁나웃김ㅋㅋㅋㅋㅋㅋㅋㅋ 마이클이라닠ㅋㅋㅋㅋㅋㅋㅋ,행복
아이유보다 혜리가낫다!,중립
김구라.확실한부정 웃겨요ㅋ,행복
내 아들도 재학생(군복무중)으로 자랑스럽내요,행복
낼 한화 승 기아 엘쥐 패하면 재밋어지겟다 ㅋㅋ,중립
굿... 꿩먹고 알먹고 누이좋고 매부좋고,중립
2007년 전국의 텔미열풍은 잊을수없다,중립
비좀와라 좋은 현상임 굿굿,중립
난 암전게임 재밌었음 송민호 스탶입니다 재치있더라 귀여웠음ㅋㅋㅋ,행복
진지하게 기사 읽다가 푸틴 사진보고 뿜었다ㅋㅋㅋㅋㅋㅋ,행복
다른배우분들도 잘하셨지만....소연씨 정말 받을만한 분이 받은겁니다^~^,행복
비와이 미리 ㅊㅋㅊㅋ,행복
오 선택잘했다 롱런하길~,행복
송송커플 대상 응원합니다!!!!!!!!!!,행복
보고팠어요 멋있는 효리씨,행복
사이다~~~속 시원타,행복
예감적중!!,행복
조윤선 너무 이쁘다♡,행복
수지 능청스럽게 비굴한 연기도 잘 하고 귀엽고 사랑스러운 연기도 잘 하고 자연스럽게 잘해잘해 예뻐 죽겠어~,행복
생각보다 조합이 상상안감 ㅎㅎ 그치만 축하합니다,중립
다혜누나 수고했어요 ㅠㅠㅠ,중립
대선 축하합니다......,중립
NC 코리안시리즈 진출 축하드립니다.,행복
이 아재 개그 좀 할줄 아네 ㅋ,중립
어제나온 부부 너무보기좋더라~~설현도좋았고 ^^,행복
검은사제들에서의 카리스마~짱!!!,행복
역시 명불허전 똥싸개 라모스 ㅋㅋㅋ,중립
우리나란 아직 판매중!! 희귀템 구매 원하면 사면됨!!!,중립
의사봉 두드리는 소리가 저리 경쾌할줄 누가 암? ㅋㅋ,중립
딘딘이 하드캐리♡,행복
수원 햇빛 좋다아,행복
츄리닝 처럼 쭉쭉늘어나는 정장 너무 좋다,행복
나의 멘토이자 우상 창정이형 화이팅~~~행복하세요~~~,행복
이형 대상받는데 왜 내가 다 기분이 좋냐 ㅋ,행복
쫑국이 또 둿목 잡네 ㅋㅋㅋ,중립
라키티치 은근 개잘하지,중립
옛날부터 존잘인데 왜 안뜨나 했었는데 이번에 배역 제대로 맡아서 뜨나보다 ㅎㅎ,행복
훈훈한 비주얼에 따뜻한 연출 기대할게요!!,행복
이름 그대로 가요계의 신화.. !,행복
퍼거슨이 떠난 레전드감독의 자리를 이어받을듯!!!!,행복
길가다가 포켓몬고 하다 정신이 팔린새끼가 지나가다가 똥밟은 거 본적있다. 뒤에서 가는데 얼마나 웃기던지 ㅋㅋㅋㅋㅋ,행복
트럼프 만세 당선 축하합니다.,행복
어떤 영화일지 너무 기대됩니다 류준열 화이팅,행복
ㄹㅇ대박날만함...시청률 30은 나와줘야지...개존잼 꿀잼 ㅇㅈ,행복
존나 야무지게 달리네.ㅋㅋㅋㅋㅋㅋ,행복
진짜나랑개그코드가 너무 똑같애서 배꼽잡고 웃는다 너무 재밋서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
응원합니다. 화이팅,중립
이참에 화성산업 주식이나 사볼까?ㅎㅎ,중립
좋은일 했네요 이상훈^^,행복
슈돌 섭외력 우주돌파,중립
치차리토 존나 잘하네ㄷㄷ,중립
앜ㅋㅋㅋ진짜 이성종 겁나웃곀ㅋㅋㅋㅋㅋㅋ,행복
축하드려여 ㅎㅎ.ㅎ,행복
신정환 복귀 찬성~~!!,행복
당잠사 화이팅,중립
일목타령이 제일 웃기네 ㅋㅋㅋㅋㅋ,행복
야 음악 좋다!!!!!다!!!!!다!!!!,행복
슬리피 이국주 개웃길듯ㅋㅋㅋㅋㅋㅋ,행복
축하합니다~~넘 잘됐네요.,행복
우린 가장재밌어 ㅋㅋ,행복
오늘은 일주일동안 기다렸슈~~♥♥♥,행복
누나 나랑 사귀자ㅋㅋㅋ,행복
노력하는모습보기조아요,행복
서인국에게 반함~~~~~~♡♡♡,행복
박재범 멋지다,행복
김감독 경질이나 자진사퇴 기사가 났으면여권을 불태워 버렸을텐데 ㅜㅜ한해동안 수고 많았어~~ ㅋㅋ메이저 가서도 승승장구하기를!!,행복
둘다 순수하고 묘한 자기만의 세계가 어울림ㅎㅎ어여 결혼갑시다^^,행복
송지효가 눈해주고 김종국이 발해줘서 다른애들 조지는건 진짜 쩔었다 ㅠㅠ,행복
조금 뻔하긴 하지만 연출이 지린다진짜,행복
강호동 사람 참 괜안네,중립
ㅋㅋ 남자가 봐도 멋있다말 진짜 잘한다.,중립
키야 아들 잘생겼다,중립
김민희씨 진심 축하드려요 한국영화계의 큰 경사네요,행복
황덕균선수 축하합니다진정한 프로인간승리,행복
형님 얼굴도 멋있으시고 행동도 멋있으십니다,행복
이쁘다.좋아요^^노래잘부르세요!,행복
눈물이 나는 기사네요.. 모두들 고생하셨습니다,슬픔
어제 귀여워죽는줄ㅜㅜㅜㅜㅜㅜㅜ,행복
야구는 어디서 하든 똑같다는말 멋지다.,중립
조연들이 좋네요.,중립
호부지 멋지다...,중립
완전 멋있다! 마음까지도,중립
어휴 드디어 가네 이제 다시 무도 봐야겠다.,행복
역시 갓짜장,행복
대상받는거보고 눈물나긴첨,행복
김소연 이필모 연기 진짜 잘한다.마지막씬 보고 눈물이 줄줄 흘렀다.,중립
가족 건강하게 해줘,중립
엄마의 힘은 위대하다,행복
장훈이형 너무 대단하시다 감동 ㅠ,행복
둘이 결혼하면 안되나 잘 어울리는데,행복
대한민국 사법정의를 바로 세우기 위해 밤낮없이 일하시는 법관님들 존경합니다. 화이팅,중립
예술가는 예술로 사회를 이야기하고 지켜 나가야 할 책임이 있다고 말한 피카소처럼 선생님의처한 사회와 상황을 외면하지않겠다는 맹세에 존경을 표합니다,중립
KBS 김태욱 특파원은 뉴스에서 보니까 지금 중국 상해에서 계속 계시던데 역시나 기자라서 그런지 글과 기사도 참 잘쓰시네요,중립
무엇보다 연기앞에서 진지하고 성실한 부분이 박수받아 마땅한듯.,중립
먼가 이 뉴스가 엄청 위로가 된다ㅠ,행복
오오...체험기 쓰시다니 노력하시네여,중립
내 이상형인 누나다!!!!!!!!!!!!!!!!!,행복
강한울 선수 그동안 기아에서 정말 수고 했어요~~삼성 가서도 응원 많이 할께요~^^홧팅!!,행복
역시 성룡이야 ㅋㅋㅋㅋㅋㅋㅋㅋ,행복
헐 . . .왠일 ! 2년동안 ??대박 . . . . . . 너무 축하드려요♥선남선녀,행복
류준열 역시 멋진 사람,중립
인생은 차우짱처럼!,중립
우리대한민국 국민들 정말 위대하십니다.,행복
자기관리 철저한 김재중 의지가 약해서 실패하는 일인으로 존경스럽습니다.,중립
김주혁의 역할도 크다,중립
형 사랑합니다 ㅠㅠ,행복
뭘하든 자연스럽고 척이 없는데 그게 다 선하고 센스있어서 너무 좋음..,행복
개코 짱이다ㅠㅠ,행복
나는 운동경기장에서 국민의례할때 국가에 대한 자부심을 느낀다,행복
박보검 사극 했어도 한번더 보고싶네요 박보검 강추♡♡,행복
자랑스런 대한민국 국민들 95%가 새역사를만들것입니다 !!!,행복
얼굴에 한민족의 점잖음이 기품이 뭍어나네,중립
두분 추카드려요다른 드라마에서 다시 같이 연기하는것 보고싶네요^^,행복
감동이네요^^ 화이팅!!,행복
와 개간지다 ㅜㅜㅜㅜ,행복
토트넘 동료들이 흥민이 훈련때 보면 잘한다 함 갑자기 잘하는게 아니라 원래부터 잘했다함 .놀랄일도 아니다함,중립
본방사수 할께요^^,행복
3주간 너무 재밌었어요 1박2일 만세,행복
마크 러팔로 멋있다..,중립
민경훈의 음색에는 어떤 특별한 울림이 있어자꾸 듣고 싶어진다. 이번 나비잠 완전 개취,행복
진짜 겸손하다 ㅜㅜㅜㅜㅜㅜㅜ,중립
양키스는 좀 먼이야기 같긴한데 어쨌든 지금 엘지 진짜 잘함 타팀팬이지만 이건 정말 인정,중립
멋진 친구네여,중립
신의 얼굴‥ 등골이 오싹하더라 표현 정말 좋았어 !!,행복
ㅎㅎ 역시 김선달 잼있음!!!♡♡,행복
한국 좀비영화 중에선 기대이상,행복
솔직히 현빈보다 윤아가 연기잘함,중립
나나 연기 개 잘해!!!,중립
투표개표가 이렇게 흥미진진할수가...,중립
멋있다신화~~~,행복
고급스럽게 아름답다,행복
아직도 이렇게 천사같이 좋은 분이 계시다니요ㅠ,행복
신동엽 대상타는거 보려고 이시간까지 봤다.정말 기쁘고 속 시원하다. 신동엽 축하드립니다,행복
가슴뭉클하다.!,행복
전율이 ㄷㄷㄷㄷ 믿을수없어 ㅠ 고마워요 슈돌,행복
노르웨이 교도소는 한국 호텔보다 좋던데 방은 좀 작지만 탈옥 빼고는 왠만큼 할 수 있는건 다 되는거 같고 면회실 보고 레스토랑인줄,중립
감동이네요..눈물난다,행복
김민재씨 무뢰한에서 연기 진짜 잘하시던데,중립
진정한 여왕님 말씀 잘들었습니다,중립
오늘 첼시 경기력 지림,행복
첫사랑이 이루어졌네^^,행복
밖에서 일하시는분들 힘내세요 ^^ 화이팅,행복
쌈자때문에 심장미치잖아ㅠㅠㅠ,행복
보검이는 사랑할수밖에 없는 남자,행복
어느 한곳이라도특출나게 크고 있는 이들이있어 다행이다,중립
만세는 날로 잘생겨져가네,중립
의리 한번 쥑이네~,행복
서인국이 갑인듯....,행복
나는 이래서 존스가 좋다,행복
엄마미소ㅠㅜㅜㅜㅜㅜ,행복
박진영이 극찬한 이유가 있었어,행복
콧끝 찡하게하네요...김보성 화이팅!!!,행복
안녕하세요~ 박보검입니다~^^♡,행복
당연히 받을줄 알았다 이젠 대한민국을 대표하는 에이스 투수!!!,행복
이준기압도적이다 진짜,행복
멋지십니다. 박수...,중립
"눈치보지 않고 하고자 하는 말씀 시원시원하게 해주시는 모습, 멋있습니다!",중립
이정도면 리버풀 승리,행복
윗입술이 너무귀여워요 ㅎㅎ,행복
좋은기사..한참동안 읽었네요^^,행복
40대 남자가수들 중에 음원차트 올킬 할수 있는 건 박진영이랑 임창정 밖에 없을듯,중립
"명절, 부모님 생신, 처갓집 어른 생신, 어버이날에 당연하다는 듯 집에 가자고 하는 집사람이 정말 너무 고맙네요.",행복
이민호 연기 존나 잘해 우는데 넘 슬프더라ㅠㅠ개좋아ㅠㅠ,행복
넘 넘 잼있는 드라마~!!,행복
주갤러가 솔직히 젤 잘 했지,행복
과연 신동엽이 좋아했을만 하군,행복
박태환은외압에 굴하지 않고오뚜기처럼 일어선대한민국의 진정한 영웅이다.,행복
대륙은 뭐든 스케일이 남달라;;,중립
잘생겼다......,중립
80년이면 거의 37년을 연구했다는건데. 훌륭하오. 일본인이지만 존경스럽소.,중립
위대한 대한민국 민중의 역사적 승리의 날로 오늘을 기억하라!,중립
진실하게 말하는 모습 인상깊습니다...,중립
어떻게 이런 대사들을 쓸 수 있는지 알다가도 모르겠구나..,중립
패완얼을 결혼식에서 증명하는구만,중립
파이널보스 오승환!!!,행복
언니는 백야행때도 정말 아름다웠다고 생각함,행복
잘한다~~♡♡♡,행복
김비서 님 티티 각임미다♡♡ 넘무 귀여우심,행복
멋잇어요~~,행복
축하합니다. 자랑스럽네요.,행복
수목이 기다려집니다 ^^너무 재밌고 본방사수,행복
스크가 드뎌 가을야구의 주인공으로 자리잡을날이 오네요 감사합니다,행복
